subject_id,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time
1_2219,1989,$9.99 ,Ryan Adams, 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,3.5379199999999997,"Rock,Music",$1.29 ,21-Sep-15,Clean,4:23
1_2220,1989,$9.99 ,Ryan Adams, 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,3.5379199999999997,"Rock,Music",$1.29 ,21-Sep-15,Clean,4:23
1_2221,1989,$9.99 ,Ryan Adams, 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,3.5379199999999997,"Rock,Music",$1.29 ,21-Sep-15,Clean,4:23
1_2222,1989,$9.99 ,Ryan Adams, 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,3.5379199999999997,"Rock,Music",$1.29 ,21-Sep-15,Clean,4:23
1_2223,1989,$9.99 ,Ryan Adams, 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,3.5379199999999997,"Rock,Music",$1.29 ,21-Sep-15,Clean,4:23
1_2224,Anything Like Me - EP,$5.94 ,Florida Georgia Line, 2011 Florida Georgia Line,4.45454,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,14-Dec-10,Backwoods Beauty Queen,4:15
1_2225,Anything Like Me - EP,$5.94 ,Florida Georgia Line, 2011 Florida Georgia Line,4.45454,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,14-Dec-10,Backwoods Beauty Queen,4:15
1_2226,iTunes Session,$4.99 ,Florida Georgia Line," 2014 Big Machine Label Group, LLC",3.7963,"Country,Music",$1.29 ,14-Jan-14,It'z Just What We Do (iTunes Session),3:32
1_2227,iTunes Session,$4.99 ,Florida Georgia Line," 2014 Big Machine Label Group, LLC",3.7963,"Country,Music",$1.29 ,14-Jan-14,It'z Just What We Do (iTunes Session),3:32
1_2228,iTunes Session,$4.99 ,Florida Georgia Line," 2014 Big Machine Label Group, LLC",3.7963,"Country,Music",$1.29 ,14-Jan-14,It'z Just What We Do (iTunes Session),3:32
1_2229,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2230,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2231,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2232,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2233,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2234,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2235,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2236,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2237,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2238,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2239,Sounds Good Feels Good (Deluxe),$11.99 ,5 Seconds of Summer, 2015 Capitol Records Ltd.,4.75205,"Pop,Music,Alternative,Punk,Teen Pop,Rock",Album Only,,Outer Space / Carry On,6:38
1_2240,The Rookie - Single,$0.99 ,The Chainsmokers, 2013 4AM,4.23999,"Electronic,Music",$0.99 ,8-Jan-13,The Rookie,4:22
1_2241,Mr. Music - Single,$1.99 ,Tori Kelly, 2011 Toraay Records,4.71591,"Pop,Music",$0.99 ,23-Aug-11,Mr. Music (Instrumental),3:33
1_2242,Mr. Music - Single,$1.99 ,Tori Kelly, 2011 Toraay Records,4.71591,"Pop,Music",$0.99 ,23-Aug-11,Mr. Music (Instrumental),3:33
1_2243,Bring Me Home - Single,$0.99 ,Tori Kelly, 2011 Toraay Records,4.89677,"Pop,Music",$0.99 ,20-Sep-11,Bring Me Home,4:58
1_2244,Handmade Songs By Tori Kelly - EP,$4.99 ,Tori Kelly, 2012 Toraay Records,4.9013599999999995,"Pop,Music,Rock",$0.99 ,1-May-12,Upside Down,3:19
1_2245,Handmade Songs By Tori Kelly - EP,$4.99 ,Tori Kelly, 2012 Toraay Records,4.9013599999999995,"Pop,Music,Rock",$0.99 ,1-May-12,Upside Down,3:19
1_2246,Mr. Music - Single,$1.99 ,Tori Kelly, 2011 Toraay Records,4.71591,"Pop,Music",$0.99 ,23-Aug-11,Mr. Music (Instrumental),3:33
1_2247,Handmade Songs By Tori Kelly - EP,$4.99 ,Tori Kelly, 2012 Toraay Records,4.9013599999999995,"Pop,Music,Rock",$0.99 ,1-May-12,Upside Down,3:19
1_2248,Handmade Songs By Tori Kelly - EP,$4.99 ,Tori Kelly, 2012 Toraay Records,4.9013599999999995,"Pop,Music,Rock",$0.99 ,1-May-12,Upside Down,3:19
1_2249,American Idol Season 10: Lauren Alaina,$9.99 ,Lauren Alaina," 2011 19 Recordings, Inc.",4.6698699999999995,"Country,Music,Rock",$1.29 ,25-May-11,Any Man of Mine (American Idol Performance),3:40
1_2250,American Idol Season 10: Lauren Alaina,$9.99 ,Lauren Alaina," 2011 19 Recordings, Inc.",4.6698699999999995,"Country,Music,Rock",$1.29 ,25-May-11,Any Man of Mine (American Idol Performance),3:40
1_2251,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
1_2252,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
1_2253,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
1_2254,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
1_2255,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
1_2256,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
1_2257,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
1_2258,I'm Comin' Over - Single,$1.29 ,Chris Young, 2015 Sony Music Entertainment,4.75504,"Country,Music",$1.29 ,12-May-15,I'm Comin' Over,3:17
1_2259,Daya - EP,$7.74 ,Daya, 2015 ARTBEATZ,4.7295,"Pop,Music",$1.29 ,4-Sep-15,Back to Me,4:00
1_2260,Daya - EP,$7.74 ,Daya, 2015 ARTBEATZ,4.7295,"Pop,Music",$1.29 ,4-Sep-15,Back to Me,4:00
1_2261,Daya - EP,$7.74 ,Daya, 2015 ARTBEATZ,4.7295,"Pop,Music",$1.29 ,4-Sep-15,Back to Me,4:00
1_2262,Daya - EP,$7.74 ,Daya, 2015 ARTBEATZ,4.7295,"Pop,Music",$1.29 ,4-Sep-15,Back to Me,4:00
1_2263,Daya - EP,$7.74 ,Daya, 2015 ARTBEATZ,4.7295,"Pop,Music",$1.29 ,4-Sep-15,Back to Me,4:00
1_2264,Daya - EP,$7.74 ,Daya, 2015 ARTBEATZ,4.7295,"Pop,Music",$1.29 ,4-Sep-15,Back to Me,4:00
1_2265,Contest (Original Motion Picture Soundtrack),$9.99 ,Ian Axel," 2013 The Contest, LLC",4.956519999999999,"Soundtrack,Music",$1.29 ,30-Sep-13,Waltz,3:42
1_2266,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2267,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2268,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2269,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2270,I'll Be Home For Christmas,$6.99 ,A Great Big World," Compilation (P) 2014 Epic Records, a division of Sony Music Entertainment",4.39516,"Holiday,Music",$1.29 ,24-Nov-14,I Want a Hippopotamus for Christmas,2:20
1_2271,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2272,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2273,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2274,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2275,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2276,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2277,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2278,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2279,Is There Anybody Out There?,$9.99 ,A Great Big World & Christina Aguilera," 2013, 2014 Epic Records, a division of Sony Music Entertainment",4.32557,"Pop,Music,Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative",$1.29 ,17-Jan-14,Say Something,3:49
1_2280,Hold Each Other (feat. FUTURISTIC) - Single,$1.29 ,A Great Big World," 2015 Epic Records, a division of Sony Music Entertainment",4.54443,"Pop,Music,Rock",$1.29 ,22-Jul-15,Hold Each Other (feat. FUTURISTIC),3:37
1_2281,Annie Mac Presents 2014,$9.99 ,Caribou," 2014 Virgin EMI Records, a division of Universal Music Operations Limited",4.11765,"Dance,Music",Album Only,4-Nov-14,Can't Do Without You,6:23
1_2282,Real Love (Remixes) - Single,$1.99 ,Clean Bandit & Jess Glynne," 2014 Atlantic Records UK, a Warner Music Group Company",4.71429,"Dance,Music",$0.99 ,26-Jan-15,Real Love (Danny Verde Remix),6:54
1_2283,Real Love (Remixes) - Single,$1.99 ,Clean Bandit & Jess Glynne," 2014 Atlantic Records UK, a Warner Music Group Company",4.71429,"Dance,Music",$0.99 ,26-Jan-15,Real Love (Danny Verde Remix),6:54
1_2284,Real Love (Remixes) - Single,$1.99 ,Clean Bandit & Jess Glynne," 2014 Atlantic Records UK, a Warner Music Group Company",4.71429,"Dance,Music",$0.99 ,26-Jan-15,Real Love (Danny Verde Remix),6:54
1_2285,"Pop Remixed, Vol. 1",$9.99 ,Clean Bandit, This compilation 2015 Big Beat Records Inc. for the United States. A Warner Music Group Company,3.5333300000000003,"Pop,Music",$1.29 ,31-Jul-15,Stronger (CamelPhat Dark Dub Remix),7:21
1_2286,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2287,Right Here - Single,$1.29 ,Jess Glynne, 2014 Warner Music UK Limited,4.51852,"Pop,Music,R&B/Soul",$1.29 ,12-Jun-14,Right Here,3:40
1_2288,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2289,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2290,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2291,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2292,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2293,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2294,New Eyes,$7.99 ,Clean Bandit, 2014 Warner Music UK Limited,4.4974,"Dance,Music,Electronic,Classical,Classical Crossover,Rock,House,Electronica",$1.29 ,2-Jun-14,A+E (feat. Kandaka Moore & Nikki Cislyn),4:06
1_2295,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2296,I Cry When I Laugh,$7.99 ,Jess Glynne," 2015 Atlantic Records UK Ltd, a Warner Music Group Company, except track 9 2013 Atlantic Records UK Ltd",4.80435,"Pop,Music,Dance,House,Electronic,Rock",$1.29 ,11-Sep-15,Why Me,3:31
1_2297,Everywhere We Go,$9.99 ,Kenny Chesney, 1999 BMG Entertainemnt,4.4705900000000005,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Feb-99,I Might Get Over You,3:23
1_2298,The Road and the Radio,$9.99 ,Kenny Chesney, 2005 BMG Music,4.43651,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,6-Nov-05,Like Me,5:11
1_2299,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2300,When the Sun Goes Down,$9.99 ,Kenny Chesney, 2004 Sony Music Entertainment,4.61803,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,1-Jan-90,Old Blue Chair,3:23
1_2301,The Road and the Radio,$9.99 ,Kenny Chesney, 2005 BMG Music,4.43651,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,6-Nov-05,Like Me,5:11
1_2302,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2303,Be As You Are,$9.99 ,Kenny Chesney, 2004 BMG Music,4.57724,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,7-Jan-05,Old Blue Chair (Acoustic Version),3:31
1_2304,Me and You,$9.99 ,Kenny Chesney, 1996 BMG Entertainment,4.61765,"Country,Music,Urban Cowboy,Contemporary Country",$0.99 ,1-Jan-90,It's Never Easy to Say Goodbye,4:44
1_2305,When the Sun Goes Down (Deluxe Version),$11.99 ,Kenny Chesney, 2007 SONY BMG MUSIC ENTERTAINMENT,4.34782,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,2-Feb-04,Please Come to Boston (Live),4:00
1_2306,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2307,Lucky Old Sun,$13.99 ,The Wailers & Kenny Chesney," 2008 Blue Chair Records, LLC and BMG Music",4.30769,"Country,Music,Contemporary Country,Honky Tonk",$1.99 ,2008,Everybody Wants to Go to Heaven (With the Wailers),5:03
1_2308,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2309,When the Sun Goes Down,$9.99 ,Kenny Chesney, 2004 Sony Music Entertainment,4.61803,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,1-Jan-90,Old Blue Chair,3:23
1_2310,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2311,"No Shoes, No Shirt, No Problems (Deluxe Version)",$11.99 ,Kenny Chesney, 2007 SONY BMG MUSIC ENTERTAINMENT,4.78378,"Country,Music,Contemporary Country,Urban Cowboy",$1.99 ,23-Apr-02,"No Shoes, No Shirt, No Problems",3:29
1_2312,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2313,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2314,Just Who I Am: Poets & Pirates,$9.99 ,Kenny Chesney, 2007 Sony Music Entertainment,4.45454,"Country,Music,Contemporary Country",$0.99 ,8-Sep-07,Demons,5:29
1_2315,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2316,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2317,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2318,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2319,When the Sun Goes Down,$9.99 ,Kenny Chesney, 2004 Sony Music Entertainment,4.61803,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,1-Jan-90,Old Blue Chair,3:23
1_2320,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2321,"No Shoes, No Shirt, No Problems",$9.99 ,Kenny Chesney, 2002 BMG,4.70161,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,2-Apr-02,I Can't Go There (Acoustic Version),3:45
1_2322,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2323,Just Who I Am: Poets & Pirates,$9.99 ,Kenny Chesney, 2007 Sony Music Entertainment,4.45454,"Country,Music,Contemporary Country",$0.99 ,8-Sep-07,Demons,5:29
1_2324,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2325,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2326,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2327,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2328,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2329,Just Who I Am: Poets & Pirates,$9.99 ,Kenny Chesney, 2007 Sony Music Entertainment,4.45454,"Country,Music,Contemporary Country",$0.99 ,8-Sep-07,Demons,5:29
1_2330,Me and You,$9.99 ,Kenny Chesney, 1996 BMG Entertainment,4.61765,"Country,Music,Urban Cowboy,Contemporary Country",$0.99 ,1-Jan-90,It's Never Easy to Say Goodbye,4:44
1_2331,Be As You Are,$9.99 ,Kenny Chesney, 2004 BMG Music,4.57724,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,7-Jan-05,Old Blue Chair (Acoustic Version),3:31
1_2332,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2333,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2334,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2335,Everywhere We Go,$9.99 ,Kenny Chesney, 1999 BMG Entertainemnt,4.4705900000000005,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Feb-99,I Might Get Over You,3:23
1_2336,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2337,The Road and the Radio,$9.99 ,Kenny Chesney, 2005 BMG Music,4.43651,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,6-Nov-05,Like Me,5:11
1_2338,When the Sun Goes Down,$9.99 ,Kenny Chesney, 2004 Sony Music Entertainment,4.61803,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,1-Jan-90,Old Blue Chair,3:23
1_2339,When the Sun Goes Down (Deluxe Version),$11.99 ,Kenny Chesney, 2007 SONY BMG MUSIC ENTERTAINMENT,4.34782,"Country,Music,Contemporary Country,Urban Cowboy",$1.29 ,2-Feb-04,Please Come to Boston (Live),4:00
1_2340,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2341,Everywhere We Go,$9.99 ,Kenny Chesney, 1999 BMG Entertainemnt,4.4705900000000005,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Feb-99,I Might Get Over You,3:23
1_2342,"No Shoes, No Shirt, No Problems",$9.99 ,Kenny Chesney, 2002 BMG,4.70161,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,2-Apr-02,I Can't Go There (Acoustic Version),3:45
1_2343,Greatest Hits,$10.99 ,Kenny Chesney, 2000 BMG Entertainment,4.50333,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,26-Sep-00,Because of Your Love,4:16
1_2344,Greatest Hits II,$11.99 ,Kenny Chesney, 2010 Sony Music Entertainment,4.4046400000000006,"Country,Music,Urban Cowboy,Contemporary Country",$1.29 ,1-Mar-10,Ain't Back Yet,3:59
1_2345,"No Shoes, No Shirt, No Problems",$9.99 ,Kenny Chesney, 2002 BMG,4.70161,"Country,Music,Contemporary Country,Urban Cowboy",$0.99 ,2-Apr-02,I Can't Go There (Acoustic Version),3:45
